region,date,time,satellite,tif_name,latitude,longitude,manual_tent_count,model_tent_count
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.423587177316683,34.355489065459764,23,17
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.36486477193004,34.3027680520585,0,2
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.402457131151746,34.36511961118404,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.347237577946395,34.280423379506715,29,27
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.340104806828005,34.25436036042075,52,16
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.371482452251417,34.291030404843205,127,63
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.423929000437777,34.37460766348156,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.3742639506864,34.35909592541148,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.34956754746164,34.272170994648064,34,28
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.380744534694795,34.297928917057334,27,17
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.28535016868772,34.26763574131902,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.43964183630295,34.38440733228299,7,4
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.30570236109058,34.235297682606195,0,2
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.326529450280457,34.233013257107466,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.42480034538868,34.37450849893569,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.381380318973218,34.3281343881986,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.38371724232344,34.34927285262143,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.323445851407374,34.27029445326803,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.32299865984136,34.25085737005933,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.317260096595923,34.313518494033445,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.361380475320413,34.33665045823037,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.29205206512221,34.28455865397062,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.337567558594152,34.273204476819416,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.364095955344943,34.28619390112617,42,34
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.40024115213241,34.37531572169436,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.340363804289,34.262027177506425,37,7
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.285251485937582,34.2646610513979,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.308992401783584,34.277426159010666,1,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.425995869807423,34.39374007769373,0,4
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.39111986963584,34.380062501456244,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.351776505906606,34.345560683996084,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.29747834878605,34.27131202924478,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.32805881620448,34.24119736191924,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.29062330386244,34.26963784056172,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.38801450943309,34.36155868167859,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.36080976561602,34.30367679720263,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.39325170778565,34.31065223234384,20,15
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.38640605083946,34.35568179063719,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.41607988958431,34.34782340799255,1,7
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.3274925938425,34.31992174848422,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.384269146005188,34.32195741752788,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.34489911783168,34.310469297075414,23,10
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.393951006397373,34.35119986508978,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.414628265781452,34.36210207513647,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.325255826980943,34.251303681311605,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.34710922418393,34.31745046479187,21,16
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.386377286241697,34.31544773326153,0,5
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.389258512685668,34.312082093927074,11,7
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.430071901640655,34.35349015945747,27,23
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.321960435464728,34.301245773390036,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.353614459606607,34.279021808482206,43,30
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.363061797829896,34.30098493760223,4,6
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.424429218155105,34.382666745461044,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.3498134645566,34.31282542130588,2,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.43428208143841,34.39182124627972,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.357259105344184,34.265626728999976,23,15
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.380273681944377,34.34113659768131,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.41575574464113,34.329871159496264,14,10
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.295856904391837,34.25789230591975,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.441342375249828,34.39344766133786,0,5
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.441776891991164,34.39944117052255,0,2
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.310886569051185,34.242948847095924,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.340264072380307,34.337244957444064,0,2
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.346867668202968,34.310769872414966,0,2
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.415890717614992,34.37555467961676,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.316251260630874,34.24311186039253,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.329211325596894,34.32474410343993,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.358492644743166,34.35053028220561,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.306490100892297,34.26656878204118,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.37982730490543,34.28749651756187,41,22
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.422222822941915,34.39443858254633,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.35753853712285,34.34846294068078,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.33675114162045,34.33064362784,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.41890980828448,34.3837984044325,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.418453691064524,34.370996419739434,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.332429249882615,34.30470423685314,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.430519351926925,34.39349649312227,1,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.41077366983613,34.324477788722255,112,52
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.384674387674067,34.315300958045015,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.3516061614604,34.311684532262234,0,6
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.34276748545096,34.32945101279312,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.318433464970116,34.30289436800547,0,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.335949036053268,34.29968945624561,5,7
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.40085235129704,34.331259569529514,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.373896946279366,34.32738082056637,0,0
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.374738081383978,34.32080854988306,16,12
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.39855699311359,34.332962912534825,4,1
al_mawasi_khan_yunis,2024-10-14,12:07:09,ssc10,al_mawasi_khan_yunis_20241014_120709_ssc10_u0001_visual_clip.tif,31.310576486027614,34.234003651734085,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.280802060579283,34.30498825718942,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.2735054794614,34.331808851884,0,1
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.351370266055103,34.360701707574414,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.277412468096326,34.28193672850072,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.335766115381247,34.347426948599505,0,2
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.31184528745295,34.34699209429025,0,1
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.284408731152546,34.32278913491216,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.311814415718857,34.30872872393939,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.286100862256344,34.294455377600826,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.306326276322793,34.3030645318915,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.251375442618134,34.309589534741306,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.274621525087884,34.29702510739694,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.29366776597673,34.308343740071514,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.284472693809125,34.33926458580135,0,1
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.277406689085943,34.28370339601628,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.339164588821266,34.348398315482015,0,1
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.26733307772192,34.324111215883086,0,2
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.29081576328629,34.35173348668668,0,1
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.30419843547586,34.30791492815473,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.28876716412697,34.33141992926149,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.32346193895196,34.328017579673464,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.28624438816455,34.35156398944276,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.29080677666975,34.360486466894194,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.293846870303355,34.31571485368677,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.304296278200564,34.34748320071818,2,3
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.295552347146412,34.343111253659124,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.305399804597403,34.32467994218223,0,2
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.338929780573142,34.36372313617936,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.32637489189658,34.34487546244833,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.31028445296236,34.36252760211061,0,2
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.302697466150068,34.34622707897968,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.303908350398682,34.3541203325741,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.28678484698963,34.33624080496747,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.323411486031063,34.36098981244851,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.307871711544067,34.36187878953468,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.30773205294011,34.338537871802465,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.344040838087473,34.36204128267579,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.278478048388983,34.30014898176848,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.29390556895497,34.33775975277069,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.2898243227061,34.313422057399485,0,1
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.3461934525338,34.35537512596637,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.331030911769286,34.354850666665605,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.297231856490953,34.29805887165215,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.29855858920824,34.34412325591632,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.34295915834626,34.366931637164896,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.301435145343206,34.33018234740357,0,0
abasan_al_kabira_khuzaa,2025-10-14,12:21:07,ssc10,abasan_al_kabira_khuzaa_20251014_122107_ssc10_u0001_visual_clip.tif,31.30843120341086,34.323758413790465,0,0
